evidence_id	claim_group_id	claim	claim_value	entity	timeframe	source_id	source_url	source_type	access_date	excerpt_or_observation	evidence_grade	supports	counter_evidence	verification_status	confidence	independent_source_count	source_independence	reviewer_status	review_notes
EC-R18-01	baidu-submission-boundary	Baidu normal inclusion can shorten discovery and crawling time but cannot resolve whether content is indexed	discovery_faster_not_index_guarantee	Baidu Search	current public guidance accessed 2026-07-17	SRC-R18-BAIDU-SUBMIT	https://ziyuan.baidu.com/linksubmit/index	official	2026-07-17	Official page says the tool can shorten link discovery and speed crawling, and explicitly says it cannot solve whether site content is included	strong	fact	A verified property may expose additional diagnostics after submission	single_source	high	1	independent	pending	No Baidu submission was performed
EC-R18-02	baidu-property-verification	Baidu site management asks users to add a site and verify it to obtain domain ownership	verify_to_obtain_domain_ownership	Baidu Search Resource Platform	current public guidance accessed 2026-07-17	SRC-R18-BAIDU-SITE	https://ziyuan.baidu.com/site/index	official	2026-07-17	Public page says to add a website and that verification can obtain domain ownership and enable adding sub-sites and viewing data	strong	fact	The public prompt does not prove getgiffgaff has completed ownership verification	single_source	high	1	independent	pending	Owner authentication steps remain outside this worker scope
EC-R18-03	baidu-robots	Baidu's robots tool describes robots.txt as the control for which site pages Baidu may or may not crawl	robots_controls_baidu_crawl	Baidu crawler access	current public guidance accessed 2026-07-17	SRC-R18-BAIDU-ROBOTS	https://ziyuan.baidu.com/robots/index	official	2026-07-17	Official page says robots.txt tells Baidu which pages can and cannot be crawled and its tool can create validate update and inspect effect	strong	fact	Allowing crawl does not guarantee crawl inclusion ranking or traffic	single_source	high	1	independent	pending	Crawler rule semantics should be checked separately from submission state
EC-R18-04	baidu-getgiffgaff-state	The current ownership submission crawl and inclusion state of getgiffgaff in Baidu is not evidenced by an authorized backend export	backend_state_blocked	getgiffgaff Baidu property	2026-07-17	SRC-R18-BAIDU-BACKEND	https://ziyuan.baidu.com/site/index	account-only	2026-07-17	No dated property screenshot export or authorized session was supplied; the worker did not attempt login real-name verification phone verification or OTP	blocked	fact	Public Baidu documentation is accessible but cannot establish property-specific completion	blocked	blocked	0	unknown	pending	Blocked card; only the authorized owner can close with dated property evidence
EC-R19-01	core-web-vitals-thresholds	Current Core Web Vitals targets are LCP at most 2.5 seconds INP at most 200 milliseconds and CLS at most 0.1 at the 75th percentile	lcp_2.5_inp_200_cls_0.1_p75	Web performance	current public guidance accessed 2026-07-17	SRC-R19-VITALS	https://web.dev/articles/vitals	official	2026-07-17	web.dev lists LCP within 2.5s, INP 200ms or less, CLS 0.1 or less, evaluated at the 75th percentile segmented by mobile and desktop	strong	fact	Thresholds alone provide no measurements for getgiffgaff	single_source	high	1	independent	pending	Use only as evaluation criteria
EC-R19-02	performance-evidence-types	Field data describes real-user experience while lab data is diagnostic and Lighthouse is not a substitute for field data	field_for_health_lab_for_diagnosis	Web performance measurement	current public guidance accessed 2026-07-17	SRC-R19-TOOLS	https://web.dev/articles/vitals-tools	official	2026-07-17	Official guidance says field data describes what real users experienced, CrUX is a 28-day field dataset when sufficiently sampled, and Lighthouse is primarily diagnostic rather than a field-data substitute	strong	fact	A controlled lab run can still expose reproducible regressions and opportunities	single_source	high	1	independent	pending	This prevents treating the lab score as a CWV pass
EC-R19-03	getgiffgaff-field-cwv	The public mobile PageSpeed report had no CrUX field data for getgiffgaff at capture time	no_public_field_data	getgiffgaff homepage	2026-07-17 11:12 Asia/Shanghai	SRC-R19-PSI	https://pagespeed.web.dev/analysis/https-getgiffgaff-com/p2csr9pwo4?form_factor=mobile	seo	2026-07-17	The report's real-user section displayed No Data	strong	fact	No Data does not mean good poor or zero traffic; private RUM or Search Console may contain other evidence	single_source	high	1	independent	pending	SG-17 remains open because a field CWV dataset is still unavailable
EC-R19-04	getgiffgaff-lab-performance	One mobile Lighthouse run scored Performance 100 Accessibility 96 Best Practices 100 and SEO 100 with LCP 0.9s TBT 0ms and CLS 0	single_mobile_lab_run	getgiffgaff homepage	2026-07-17 11:12 Asia/Shanghai	SRC-R19-PSI	https://pagespeed.web.dev/analysis/https-getgiffgaff-com/p2csr9pwo4?form_factor=mobile	seo	2026-07-17	Report used Lighthouse 13.4.0 HeadlessChromium 149 emulated Moto G Power and Slow 4G; it also flagged insufficient contrast and one long main-thread task	medium	fact	Values are estimated and may vary; the run has no INP field measurement and accessibility automation is incomplete	single_source	medium	1	independent	pending	Diagnostic signal only; do not call this a field CWV pass
EC-R19-05	getgiffgaff-field-cwv	Current Search Console Core Web Vitals URL-group evidence was not available to the worker	backend_field_data_blocked	getgiffgaff Search Console property	2026-07-17	SRC-R19-GSC-CWV	https://search.google.com/search-console/core-web-vitals	account-only	2026-07-17	No authorized property session or dated export was supplied and the worker did not log in	blocked	fact	The public PSI report independently exposed a no-data field state but cannot replace property URL-group history	blocked	blocked	0	unknown	pending	Blocked card; authorized owner should export mobile and desktop groups with dates
EC-R20-01	purchase-task-completion	The production G0 product page routes both visible purchase actions to the generic contact page rather than a G0-specific external SKU checkout	generic_contact_not_direct_sku	G0 purchase journey	2026-07-17	SRC-R20-G0	https://getgiffgaff.com/shop/giffgaff-g0/	official	2026-07-17	Direct HTML observation found the purchase and WeChat actions point to /contact/; the only external contact channel in the additive widget is the WeChat link	strong	fact	A QR image may lead to a usable mini-program after a real-device scan, which was not tested	single_source	high	1	independent	pending	No payment or external action performed
EC-R20-02	purchase-task-completion	The production G2 product page routes both visible purchase actions to the same generic contact page rather than a G2-specific external SKU checkout	generic_contact_not_direct_sku	G2 purchase journey	2026-07-17	SRC-R20-G2	https://getgiffgaff.com/shop/giffgaff-g2/	official	2026-07-17	Direct HTML observation found the purchase and WeChat actions point to /contact/; no product-specific external checkout URL appears in the page HTML	strong	fact	A QR image may resolve to a product flow on a real device, which was not tested	single_source	high	1	independent	pending	Separate SKU identity and real payment evidence remain required
EC-R20-03	contact-task-boundary	The contact page uses the same ktt-giga-card fragment for G0 and G2 inventory confirmation and contains no direct external Kuaijiantuan SKU URL	shared_fragment_and_qr	getgiffgaff contact journey	2026-07-17	SRC-R20-CONTACT	https://getgiffgaff.com/contact/	official	2026-07-17	Both G0 and G2 buttons link to #ktt-giga-card; public external hrefs were the WeChat contact and giffgaff help, not separate G0 or G2 checkout URLs	strong	fact	The image payload could contain a usable mini-program code but same-device and payment behavior require real-device testing	single_source	high	1	independent	pending	Direct observation supports the current task-completion blocker
EC-R20-04	esim-safety-conflict	The production order guide still includes action-oriented text about obtaining an eSIM QR code and writing it into 9eSIM	legacy_9esim_action_text_present	getgiffgaff order guide	2026-07-17	SRC-R20-ORDER	https://getgiffgaff.com/guides/1-order/	official	2026-07-17	Direct HTML text search returned both 9eSIM and writing language on the legacy navigation surface	strong	fact	The dedicated safety page rejects credential extraction and upload steps	single_source	high	1	independent	pending	Requires approved narrow legacy exception; append-only copy cannot remove the conflicting action text
EC-R20-05	commerce-disclosure	The additive commerce widget visibly states independent third-party status G0/G2 seller-defined scope no inventory payment or OTP guarantee and a sensitive-credential warning	bounded_disclosure_present	getgiffgaff commerce widget	2026-07-17	SRC-R20-WIDGET	repo://site/growth/commerce-widget.js	repository	2026-07-17	Static markup says the site does not represent giffgaff, G0/G2 are inventory classifications, and users must not send passwords SMS codes or full card information	strong	fact	The legacy body can make stronger or conflicting claims outside this additive widget	single_source	high	1	independent	pending	Disclosure is useful but does not close business-evidence or policy gaps
EC-R20-06	commerce-accessibility	The additive purchase dialog implements modal open and close focus placement Escape cancellation backdrop close Tab trapping and opener focus return	keyboard_dialog_controls	getgiffgaff commerce dialog	2026-07-17	SRC-R20-COMMERCE-UI	repo://site/growth/assets/commerce-ui.js	repository	2026-07-17	Direct source inspection found showModal fallback aria-modal management cancel and keydown listeners focusable cycling and lastOpener focus restoration	strong	fact	Source inspection does not replace assistive-technology testing across browser and device combinations	single_source	high	1	independent	pending	Supports keyboard task completion narrowly
EC-R20-07	commerce-policy-surface	The production privacy route returns HTTP 404	policy_route_404	getgiffgaff privacy information	2026-07-17	SRC-R20-PRIVACY	https://getgiffgaff.com/privacy/	official	2026-07-17	Direct curl observation returned HTTP 404	strong	fact	Privacy notes exist on some individual widgets but are not a consolidated policy	single_source	high	1	independent	pending	Do not fill with invented business practices
EC-R20-08	commerce-policy-surface	The production terms route returns HTTP 404	policy_route_404	getgiffgaff transaction terms	2026-07-17	SRC-R20-TERMS	https://getgiffgaff.com/terms/	official	2026-07-17	Direct curl observation returned HTTP 404	strong	fact	Carrier terms links do not substitute for the seller's own transaction terms	single_source	high	1	independent	pending	Do not fill with invented business practices
EC-R20-09	commerce-policy-surface	The production refund route returns HTTP 404	policy_route_404	getgiffgaff refund information	2026-07-17	SRC-R20-REFUND	https://getgiffgaff.com/refund/	official	2026-07-17	Direct curl observation returned HTTP 404	strong	fact	Individual customer-support statements do not establish a reviewed refund policy	single_source	high	1	independent	pending	Do not infer return eligibility timing or fees
EC-R20-10	commerce-policy-surface	The production shipping route returns HTTP 404	policy_route_404	getgiffgaff shipping information	2026-07-17	SRC-R20-SHIPPING	https://getgiffgaff.com/shipping/	official	2026-07-17	Direct curl observation returned HTTP 404	strong	fact	Legacy pages contain delivery statements but not a consolidated evidence-backed shipping policy	single_source	high	1	independent	pending	Do not infer carrier dispatch SLA loss handling or regions
EC-R21-01	freshness-registry	All eight growth manifest entries carry updatedAt and reviewedAt 2026-07-17 but the manifest has no claim-level owner expiresAt or revision-log fields	page_dates_without_claim_registry	getgiffgaff growth content	2026-07-17	SRC-R21-MANIFEST	repo://site/growth/content-manifest.json	repository	2026-07-17	Direct parse found 8 pages, 5 index and 3 noindex, with one shared reviewedAt and updatedAt date; no claim owner expiry or revision log fields are present	strong	fact	The source registry and page copy contain some inline review and expiry information outside the manifest	single_source	high	1	independent	pending	Supports SG-19 remaining open
EC-R21-02	freshness-expiry	The growth source registry defines one review date and one 2026-08-15 expiry used by the keep-number and China roaming tools	shared_expiry_for_two_dynamic_tools	getgiffgaff dynamic tools	2026-07-17	SRC-R21-REGISTRY	repo://site/growth/content-registry.js	repository	2026-07-17	REVIEWED_AT is 2026-07-17 and EXPIRES_AT is 2026-08-15; data-expires is attached to keep-number and roaming-cost tools	strong	fact	Other dynamic claims about inventory balance shipping plans and compatibility do not share this executable expiry gate	single_source	high	1	independent	pending	Useful partial freshness control, not a complete claim registry
EC-R21-03	freshness-fail-closed	The tool library returns no current result when the expiry is invalid missing or earlier than the supplied current date	tool_result_disabled_after_expiry	getgiffgaff date-sensitive tools	2026-07-17	SRC-R21-TOOLS	repo://site/growth/assets/tools.js	repository	2026-07-17	evidenceIsCurrent requires valid ISO dates and current <= expiry; roamingCostBreakdown returns null when this check fails	strong	fact	Static explanatory copy remains visible after expiry and still requires editorial review	single_source	high	1	independent	pending	Fail-closed applies to calculated output, not all page claims
EC-R21-04	freshness-fail-closed	A regression test asserts that China roaming breakdown and total return null on 2026-08-16 after the configured 2026-08-15 expiry	after_expiry_tested_null	getgiffgaff China roaming calculator	2026-07-17	SRC-R21-TEST	repo://test/roaming-cost.test.mjs	repository	2026-07-17	The test named roaming breakdown remains fail-closed after evidence expiry supplies now 2026-08-16 and asserts null for both APIs	strong	fact	The test source still needs execution in the final integrated candidate	single_source	high	1	independent	pending	Curator should confirm the test passes without weakening the date
EC-R21-05	freshness-gap	The current repository does not contain a complete claim-level expiry registry covering owner source checked date expiry behavior and revision history	claim_registry_incomplete	getgiffgaff dynamic claims	2026-07-17	SRC-R21-REGISTRY	repo://site/growth/content-registry.js	repository	2026-07-17	Direct inspection found page-level source arrays and shared dates plus two executable expiry uses, but no complete per-claim owner expiresAt fail-closed mode or revision-log structure	medium	inference	Some page sections do carry near-claim official citations and review dates, and two tools fail closed	single_source	medium	1	independent	pending	Do not close SG-19 until a complete registry artifact exists
