source_id	url	source_type	tier	status	access_date	owner_worker	title	notes
SRC-R25-ZHIHU-TERMS	https://www.zhihu.com/term/zhihu-terms	official_policy	important	verified	2026-07-17	R25	Zhihu agreement	Top-level agreement was readable and points content publication to the community rules
SRC-R25-ZHIHU-INSTITUTION-USAGE	https://www.zhihu.com/term/institution-usage	official_policy	important	verified	2026-07-17	R25	Zhihu Institution Account Usage Specification (Trial)	Official undated institution-account rule page; direct unauthenticated HTML and Jina both returned substantive text; no extension to personal accounts and no specific post, account, promotional link, external link or publication permission inferred
SRC-R25-BILIBILI-TERMS	https://www.bilibili.com/blackboard/protocal/licence.html	official_policy	important	verified	2026-07-17	R25	Bilibili user agreement	Current manifest identifies update 2025-04-30 and bans transmitting advertising letters, promotional material and spam; content rights/authorization remain the uploader's responsibility
SRC-R25-X-AUTHENTICITY	https://help.x.com/en/rules-and-policies/authenticity	official_policy	important	verified	2026-07-17	R25	X Authenticity policy	Official page body retrieved through Jina and labeled April 2025; direct unauthenticated curl remained behind a Cloudflare 403 challenge; verified only for narrow policy text, not specific post, account, automation, link, permission or outcome
SRC-R26-LINK-GRAPH	file:///Users/siuserxiaowei/Desktop/对外代充网站/getgiffgaff/docs/research/seo-geo-hive-2026-07-17/link-graph-r26.tsv	repository_observation	required	verified	2026-07-17	R26	Rendered thematic link graph	Generated from the local release artifact after excluding sitewide navigation, footer, docs navigation and buying guide
SRC-R26-LINK-TEST	file:///Users/siuserxiaowei/Desktop/对外代充网站/getgiffgaff/test/source-cards-link-graph.test.mjs	repository_test	required	verified	2026-07-17	R26	Internal-link graph regression test	Four focused tests passed locally on 2026-07-17
SRC-R27-CLUSTER-PLAN	file:///Users/siuserxiaowei/Desktop/对外代充网站/getgiffgaff/docs/strategy/cluster-plan.json	repository_observation	required	verified	2026-07-17	R27	Existing-first intent cluster plan	Contains canonical-owner rules and explicitly says no SERP overlap matrix is available
SRC-R27-ROUTE-MANIFEST	file:///Users/siuserxiaowei/Desktop/对外代充网站/getgiffgaff/public/route-manifest.js	repository_observation	required	verified	2026-07-17	R27	Current route manifest	Current indexable growth route for the China roaming calculator is /tools/china-roaming-cost/
SRC-R27-OWNERSHIP	file:///Users/siuserxiaowei/Desktop/对外代充网站/getgiffgaff/docs/research/seo-geo-hive-2026-07-17/query-ownership-r27.tsv	repository_observation	required	verified	2026-07-17	R27	Bounded query-to-URL ownership table	Maps current cluster intents and records overlap/conflict cases without search-volume claims
SRC-R28-SCHEMA	file:///Users/siuserxiaowei/Desktop/对外代充网站/getgiffgaff/site/growth/guides/7-arrival-checklist/index.html	repository_observation	required	verified	2026-07-17	R28	Rendered growth-page entity graph	Separate getgiffgaff Organization and external giffgaff Brand entities
SRC-R28-CONTACT	file:///Users/siuserxiaowei/Desktop/对外代充网站/getgiffgaff/site/legacy/contact/index.html	repository_observation	required	verified	2026-07-17	R28	Rendered contact page	Explicitly says not to send passwords, SMS codes or full payment-card data
SRC-R28-RECHARGE	file:///Users/siuserxiaowei/Desktop/对外代充网站/getgiffgaff/site/legacy/guides/4-recharge-service/index.html	repository_observation	required	verified	2026-07-17	R28	Rendered recharge-service page	Leaves passwords and verification codes inside a possible risk/necessary-information boundary
SRC-R28-LEGACY-NAV	file:///Users/siuserxiaowei/Desktop/对外代充网站/getgiffgaff/site/legacy/guides/5-travel-data/index.html	repository_observation	required	verified	2026-07-17	R28	Representative frozen legacy navigation	Still displays action-oriented 9eSIM QR write-card anchor text
SRC-R29-POLICY-HTTP	https://getgiffgaff.com/privacy/	production_observation	required	verified	2026-07-17	R29	Production consumer-policy route checks	/privacy/, /terms/, /refund/ and /shipping/ each returned HTTP 404
SRC-R29-G2-LEGACY	file:///Users/siuserxiaowei/Desktop/对外代充网站/getgiffgaff/site/legacy/shop/giffgaff-g2/index.html	repository_observation	required	verified	2026-07-17	R29	Rendered G2 product page	Seller-specific suitability, balance and fulfillment statements require dated batch evidence
SRC-R29-CONTACT-FUNNEL	file:///Users/siuserxiaowei/Desktop/对外代充网站/getgiffgaff/site/legacy/contact/index.html	repository_observation	required	verified	2026-07-17	R29	Rendered contact/QR purchase funnel	G0 and G2 actions lead to the same QR dialog or inventory-confirmation path
SRC-R29-REDTEAM	file:///Users/siuserxiaowei/Desktop/对外代充网站/getgiffgaff/docs/research/seo-geo-hive-2026-07-17/execution-red-team-e28.md	repository_observation	required	verified	2026-07-17	R29	Commerce and privacy red-team	Records missing direct SKU, real payment, fulfillment, cancellation/refund and support evidence as blocked business inputs
SRC-R01-ROBOTS	https://getgiffgaff.com/robots.txt	official	required	verified	2026-07-17	R01	crawl-policy	Source already independently curated in evidence_cards.tsv; source boundary follows the card counter-evidence.
SRC-R01-SITEMAP	https://getgiffgaff.com/sitemap.xml	official	required	verified	2026-07-17	R01	crawl-discovery	Source already independently curated in evidence_cards.tsv; source boundary follows the card counter-evidence.
SRC-R01-LLMS	https://getgiffgaff.com/llms.txt	official	required	verified	2026-07-17	R01	ai-retrieval-surface	Source already independently curated in evidence_cards.tsv; source boundary follows the card counter-evidence.
SRC-R01-HTTP	https://getgiffgaff.com/	official	required	verified	2026-07-17	R01	html-indexing	Source already independently curated in evidence_cards.tsv; source boundary follows the card counter-evidence.
SRC-R01-HTML	https://getgiffgaff.com/guides/7-arrival-checklist/	official	required	verified	2026-07-17	R01	render-and-canonical	Source already independently curated in evidence_cards.tsv; source boundary follows the card counter-evidence.
SRC-R01-SCHEMA	https://getgiffgaff.com/tools/g0-g2-total-cost/	official	required	verified	2026-07-17	R01	structured-data	Source already independently curated in evidence_cards.tsv; source boundary follows the card counter-evidence.
SRC-R01-EXA	https://getgiffgaff.com/	seo	required	verified	2026-07-17	R01	external-discovery	Source already independently curated in evidence_cards.tsv; source boundary follows the card counter-evidence.
SRC-R02-ACTIVATE	https://help.giffgaff.com/en/articles/240393-activating-your-giffgaff-sim	official	required	verified	2026-07-17	R02	activation	Source already independently curated in evidence_cards.tsv; source boundary follows the card counter-evidence.
SRC-R02-INACTIVE	https://help.giffgaff.com/en/articles/242797-understanding-why-your-number-has-been-deactivated	official	required	verified	2026-07-17	R02	inactivity	Source already independently curated in evidence_cards.tsv; source boundary follows the card counter-evidence.
SRC-R02-ESIM	https://help.giffgaff.com/en/articles/261570-switching-to-an-esim-with-giffgaff	official	required	verified	2026-07-17	R02	esim-switch	Source already independently curated in evidence_cards.tsv; source boundary follows the card counter-evidence.
SRC-R02-CHINA-RATES	https://www.giffgaff.com/roaming/china	official	required	verified	2026-07-17	R02	china-payg-rates	Source already independently curated in evidence_cards.tsv; source boundary follows the card counter-evidence.
SRC-R02-TRAVEL-ADDON	https://help.giffgaff.com/en/articles/365501-giffgaff-travel-data-add-ons-and-how-they-work	official	required	verified	2026-07-17	R02	china-travel-addon	Source already independently curated in evidence_cards.tsv; source boundary follows the card counter-evidence.
SRC-R02-TERMS	https://www.giffgaff.com/boiler-plate/terms	official	required	verified	2026-07-17	R02	uk-coverage	Source already independently curated in evidence_cards.tsv; source boundary follows the card counter-evidence.
SRC-R02-SMS-POLICY	https://help.giffgaff.com/en/articles/246074-policy-to-manage-illegitimate-sms-usage	official	required	verified	2026-07-17	R02	sms-policy	Source already independently curated in evidence_cards.tsv; source boundary follows the card counter-evidence.
SRC-R02-CREDIT	https://help.giffgaff.com/en/articles/240847-everything-to-know-about-credit	official	required	verified	2026-07-17	R02	credit-plans	Source already independently curated in evidence_cards.tsv; source boundary follows the card counter-evidence.
SRC-R02-ORDER	https://help.giffgaff.com/en/articles/240676-ordering-a-sim-in-the-uk-or-abroad	official	required	verified	2026-07-17	R02	international-delivery	Source already independently curated in evidence_cards.tsv; source boundary follows the card counter-evidence.
SRC-R10-HOME	https://getgiffgaff.com/	official_site	required	verified	2026-07-17	R10	getgiffgaff production homepage	HTTP 200; current visible identity disclosure checked directly
SRC-R10-CONTACT	https://getgiffgaff.com/contact/	official_site	required	verified	2026-07-17	R10	getgiffgaff contact page	HTTP 200; explicit non-official and non-authorised-representative disclosure
SRC-R10-GIFFGAFF-TERMS	https://www.giffgaff.com/boiler-plate/terms	official_policy	required	verified	2026-07-17	R10	giffgaff terms	HTTP 200; this URL concatenates multiple agreements. Standard mobile terms apply from 9 October 2025; their clause 6.2 concerns Plan duration. The later Pioneers document has its own clause 6.2 and scope. Spread giffgaff 7.11-7.18 and Super Recruiters 7.19-7.36 are distinct programme sections with different IP/promotion effects. Not a getgiffgaff-specific authorization or legal conclusion.
SRC-R10-LOCAL-SCHEMA	repo://scripts/build-growth-pages.mjs	repository	required	verified	2026-07-17	R10	Current local growth schema generator	Direct local observation; Organization and Brand separated; no legalName sameAs or Person generated here
SRC-R10-LOCAL-POLICY	repo://site/growth/content-registry.js	repository	required	verified	2026-07-17	R10	Current local policy status pages	Direct local observation; four noindex incomplete status pages
SRC-R10-PROD-POLICY	https://getgiffgaff.com/privacy/	official_site_observation	required	verified	2026-07-17	R10	Production policy route set	/privacy/ terms refund shipping each returned 404; source URL is representative and notes retain all four
SRC-R10-GITHUB	https://github.com/siuserxiaowei/getgiffgaff	public_repository	important	verified	2026-07-17	R10	Public getgiffgaff repository	GitHub API and public README checked; proves project-control signal only
SRC-R10-LOCAL-AUTHOR	repo://scripts/build-growth-pages.mjs	repository	important	verified	2026-07-17	R10	Growth author and source disclosure	Direct local observation; Organization responsibility and no fabricated personal byline statement
SRC-R11-OPENAI	https://developers.openai.com/api/docs/bots	official_documentation	required	verified	2026-07-17	R11	OpenAI crawler overview	HTTP 200 via direct and Jina; OAI-SearchBot GPTBot ChatGPT-User and official IP endpoints
SRC-R11-ANTHROPIC	https://support.claude.com/en/articles/8896518-does-anthropic-crawl-data-from-the-web-and-how-can-site-owners-block-the-crawler	official_documentation	required	verified	2026-07-17	R11	Anthropic crawler documentation	HTTP 200; current page updated 2026-04-07; ClaudeBot Claude-User Claude-SearchBot
SRC-R11-PERPLEXITY	https://docs.perplexity.ai/docs/resources/perplexity-crawlers	official_documentation	required	verified	2026-07-17	R11	Perplexity crawlers	HTTP 200 after current redirect; PerplexityBot Perplexity-User and IP JSON
SRC-R11-GOOGLE-COMMON	https://developers.google.com/crawling/docs/crawlers-fetchers/google-common-crawlers	official_documentation	required	verified	2026-07-17	R11	Google common crawlers and Google-Extended	HTTP 200; Google-Extended has no request UA and controls training plus grounding
SRC-R11-GOOGLE-USER	https://developers.google.com/crawling/docs/crawlers-fetchers/google-user-triggered-fetchers	official_documentation	important	verified	2026-07-17	R11	Google user-triggered fetchers	HTTP 200; user-triggered fetchers generally ignore robots; contextual source retained though no standalone card
SRC-R11-BING	https://www.bing.com/webmasters/help/which-crawlers-does-bing-use-8c184ec0	official_documentation	required	verified	2026-07-17	R11	Overview of Bing crawlers	HTTP 200; bingbot UA and spoofing verification boundary
SRC-R12-SPEC	https://llmstxt.org/index.md	community_specification	required	verified	2026-07-17	R12	The llms.txt proposal specification	HTTP 200 text/markdown; informal community proposal
SRC-R12-ANSWERAI	https://www.answer.ai/posts/2024-09-03-llmstxt.html	primary_proposal	required	verified	2026-07-17	R12	Answer.AI original llms.txt proposal	HTTP 200; original purpose and proposal framing
SRC-R12-GITHUB	https://github.com/AnswerDotAI/llms-txt	public_repository	required	verified	2026-07-17	R12	AnswerDotAI llms-txt repository	HTTP 200; public source and ctx-file examples
SRC-R12-MINTLIFY	https://www.mintlify.com/docs/ai/llmstxt	official_vendor_documentation	important	verified	2026-07-17	R12	Mintlify llms.txt implementation	HTTP 200; publisher-tool adoption signal only
SRC-R12-GOOGLE-AI	https://developers.google.com/search/docs/fundamentals/ai-optimization-guide	official_documentation	required	verified	2026-07-17	R12	Google generative AI optimization guide	HTTP 200; explicit Google Search llms.txt no-effect statement
SRC-R12-PROD-LLMS	https://getgiffgaff.com/llms.txt	official_site_observation	required	verified	2026-07-17	R12	Production getgiffgaff llms.txt	HTTP 200; one H1 zero H2 39 naked URLs; llms-full currently 410
SRC-R12-LOCAL-LLMS	repo://scripts/build-release-artifact.mjs	repository	required	verified	2026-07-17	R12	Current local curated llms generator	Direct local observation; task sections and exact coverage gate; not deployed
SRC-R13-GOOGLE-INTRO	https://developers.google.com/search/docs/appearance/structured-data/intro-structured-data	official	required	verified	2026-07-17	R13	Google structured data introduction	Jina current read; Google behavior versus schema vocabulary boundary
SRC-R13-GOOGLE-ARTICLE	https://developers.google.com/search/docs/appearance/structured-data/article	official	required	verified	2026-07-17	R13	Google Article structured data	Jina current read; no required properties and author image date guidance
SRC-R13-GOOGLE-SOFTWARE	https://developers.google.com/search/docs/appearance/structured-data/software-app	official	required	verified	2026-07-17	R13	Google Software App structured data	Jina current read; required offer and rating or review fields
SRC-R13-GOOGLE-ORG	https://developers.google.com/search/docs/appearance/structured-data/organization	official	required	verified	2026-07-17	R13	Google Organization structured data	Jina current read; truthful applicable identity fields only
SRC-R13-GOOGLE-UPDATES	https://developers.google.com/search/updates	official	required	verified	2026-07-17	R13	Google Search documentation updates	Jina current read; FAQ rich result removed June 2026
SRC-R13-LOCAL-RELEASE	file:.release/	local_artifact	required	verified	2026-07-17	R13	Current local release structured data	Direct parse of 12 growth pages; local versus production drift recorded
SRC-R14-LOCAL-RELEASE	file:.release/	local_artifact	required	verified	2026-07-17	R14	Current local release passage audit	Direct extraction of five indexable pages answer blocks links dates formulas and boundaries
SRC-R14-PRODUCTION	https://getgiffgaff.com/	production	required	verified	2026-07-17	R14	Current production passage sample	Eight route HTTP and raw HTML check; older content observed
SRC-R15-LOCAL-REGISTRY	file:site/growth/content-registry.js	local_artifact	required	verified	2026-07-17	R15	Current growth content registry	Direct code read; original five-plus-three cohort and four new policy pages separated
SRC-R15-LOCAL-RELEASE	file:.release/	local_artifact	required	verified	2026-07-17	R15	Current local release evidence audit	Direct HTML and JSON-LD read
SRC-R15-LOCAL-TOOLS	file:site/growth/assets/tools.js	local_artifact	required	verified	2026-07-17	R15	Current local calculator implementation	Direct import and worked-example execution
SRC-R15-PROD-TOOLS	https://getgiffgaff.com/growth-assets/tools.js	production	required	verified	2026-07-17	R15	Current production calculator implementation	Direct import; linear-call formula still deployed and returns £3.50 worked example
SRC-R15-GIFF-INACTIVE	https://help.giffgaff.com/en/articles/242797-understanding-why-your-number-has-been-deactivated	official	required	verified	2026-07-17	R15	giffgaff number deactivation help	Jina current read; six months no reactivation and 30-day PAC
SRC-R15-GIFF-ROAMING	https://www.giffgaff.com/roaming/china	official	required	verified	2026-07-17	R15	giffgaff China roaming charges	Jina current read; PAYG rates and charging units
SRC-R15-GIFF-TRAVEL	https://help.giffgaff.com/en/articles/365501-giffgaff-travel-data-add-ons-and-how-they-work	official	required	verified	2026-07-17	R15	giffgaff Travel Data Add-ons	Jina current read; app-only purchase and China destination
SRC-R06-BRISTOL-MOBILE	https://www.bristol.ac.uk/students/new/new-international/after/uk-mobile-phone/	university_official_resource	required	verified	2026-07-17	R06	Bristol UK mobile phone guide	HTTP 200 current check; topical/resource signal only
SRC-R06-UCL-MOBILE	https://www.ucl.ac.uk/study/current-students/international-students/international-support/preparing-life-uk/mobile-phones-and-internet	university_official_resource	required	verified	2026-07-17	R06	UCL mobile phones and internet	HTTP 200 current check; no submission or endorsement inferred
SRC-R06-BATH-SIM	https://reslife.bath.ac.uk/story/86151611/buying-a-sim-card-as-an-international-student	university_official_resource	required	verified	2026-07-17	R06	Bath ResLife international student SIM guide	HTTP 200 current check; comparison page is not acceptance evidence
SRC-R06-RCA-ARRIVAL	https://www.rca.ac.uk/study/international-students/moving-to-london-a-checklist-for-international-students/	university_official_resource	required	verified	2026-07-17	R06	RCA moving to London checklist	HTTP 200 current check; arrival-topic signal only
SRC-R06-BROOKES-SIM	https://www.brookes.ac.uk/students/isat/living-in-the-uk/shopping	university_official_resource	required	verified	2026-07-17	R06	Oxford Brookes shopping and SIM resources	HTTP 200 current check; existing links do not authorize additions
SRC-R06-SHEFFIELD-ESSENTIALS	https://sheffield.ac.uk/new-students/international-student-essentials	university_official_resource	important	verified	2026-07-17	R06	Sheffield international student essentials	HTTP 200 current check; current list does not mention giffgaff
SRC-R06-GREENWICH-ARRIVAL	https://www.gre.ac.uk/visa/when-you-arrive/arrival-tips	university_official_resource	important	verified	2026-07-17	R06	Greenwich arrival tips	HTTP 200 current check; indirect topic fit
SRC-R06-EXETER-TRAVEL	https://www.exeter.ac.uk/international-students/new-students/travel/	university_official_resource	important	verified	2026-07-17	R06	Exeter international student travel page	HTTP 200 current check; arrival context not submission policy
SRC-R06-BRIGHTON-MOBILE	https://blogs.brighton.ac.uk/internationalstudents/guides-for-new-students/mobile-phone-guide-2022/	university_official_resource	important	verified	2026-07-17	R06	Brighton mobile phone guide	HTTP 200 current check; visible update date remains September 2023
SRC-R06-STANDREWS-LINKPOLICY	https://www.st-andrews.ac.uk/digital-standards/policies/links/	university_official_policy	required	verified	2026-07-17	R06	St Andrews links policy	Direct 403; Jina current body verified commercial link restriction; access caveat retained
SRC-R06-LEEDS-WEBREG	https://comms.leeds.ac.uk/websites/website-regulations/	university_official_policy	required	verified	2026-07-17	R06	Leeds website regulations	Direct 403; Jina current body verified commercial advertising prohibition
SRC-R07-SIMONLYFINDER	https://www.simonlyfinder.co.uk/guides/giffgaff-roaming	public_editorial_page	required	verified	2026-07-17	R07	SIM Only Finder giffgaff roaming	HTTP 200 current check; no permission inferred
SRC-R07-EXPATICA	https://www.expatica.com/uk/living/household/uk-mobile-phones-sim-cards-936513/	public_editorial_page	required	verified	2026-07-17	R07	Expatica UK mobile phones and SIM cards	HTTP 200 current check; audience fit only
SRC-R07-USWITCH	https://www.uswitch.com/mobiles/guides/giffgaff-international-roaming-faq/	public_editorial_page	required	verified	2026-07-17	R07	Uswitch giffgaff international roaming FAQ	HTTP 200 current check; editorial acceptance unverified
SRC-R07-EXPERTREVIEWS	https://www.expertreviews.co.uk/technology/broadband-mobile-networks/giffgaff-review	public_editorial_page	required	verified	2026-07-17	R07	Expert Reviews giffgaff review	HTTP 200 current check; affiliate/editorial context retained
SRC-R07-SELECTRA	https://selectra.co.uk/mobile/networks/giff-gaff	public_editorial_page	required	verified	2026-07-17	R07	Selectra UK giffgaff review	HTTP 200 current check; correction or press route is not acceptance
SRC-R07-ISPREVIEW	https://www.ispreview.co.uk/index.php/2025/07/giffgaff-uk-launches-new-travel-data-add-ons-for-mobile-roaming.html	public_editorial_page	important	verified	2026-07-17	R07	ISPreview giffgaff Travel Data Add-ons news	Direct 403; Jina body readable; access limitation retained and grade reduced
SRC-R07-SIMSHERPA	https://www.simsherpa.com/networks/giffgaff/review-and-guide	public_editorial_page	important	verified	2026-07-17	R07	SIM Sherpa giffgaff review and guide	HTTP 200 current check; maintenance/editorial route unresolved
SRC-R07-CHOOSE	https://www.choose.co.uk/mobile/giffgaff/reviews/	public_editorial_page	important	verified	2026-07-17	R07	Choose giffgaff review	HTTP 200 current check; stale-content signal is not outreach permission
SRC-R07-KENSTECHTIPS	https://kenstechtips.com/index.php/giffgaff-review	public_editorial_page	important	verified	2026-07-17	R07	Ken's Tech Tips giffgaff review	HTTP 200 current check; no-guest-post boundary retained from public contact policy
SRC-R07-KENSTECHTIPS-CONTACT	https://kenstechtips.com/index.php/contact	public_editorial_policy	important	verified	2026-07-17	R07	Ken's Tech Tips contact policy	Public contact page explicitly says the site does not accept guest posts; this does not rule on every factual correction
SRC-R07-WHICH	https://www.which.co.uk/reviews/mobile-phone-providers/article/mobile-phone-provider-reviews/giffgaff-mobile-review-aDkPd2m9vJnT	public_editorial_page	important	verified	2026-07-17	R07	Which giffgaff mobile review	HTTP 200 current check; independent-review boundary, no pitch route inferred
SRC-R03-YT-KEEP	https://www.youtube.com/results?search_query=giffgaff+%E4%BF%9D%E5%8F%B7	public_video_search	adjacent	verified	2026-07-17	R03	YouTube search metadata for giffgaff 保号	yt-dlp ytsearch5 metadata only; titles are wording signals, not accepted promises or demand metrics
SRC-R03-YT-ACTIVATE	https://www.youtube.com/results?search_query=giffgaff+%E6%BF%80%E6%B4%BB	public_video_search	adjacent	verified	2026-07-17	R03	YouTube search metadata for giffgaff 激活	yt-dlp ytsearch5 metadata only; search order and view metrics were not used
